source	heading	target
18-skills-survey-web.md	lightweight-charts / let the chart size itself with ResizeObserver (heading shortened)	SC-37 (the library observes its host; the rule is to size the host in CSS) (unchecked)
18-skills-survey-web.md	SciChart (vendor) / llms.txt and a reported SciChart MCP server	-> scichart.md §0 step 3, no rule (unchecked)
18-skills-survey-web.md	Rules to consider adding / 5. Update realtime series incrementally	SC-04 (DATA-07 holds the general rule) (unchecked)
18-skills-survey-web.md	Rules to consider adding / 6. One chart instance per mount	SC-28 (LIFE-11 holds the general rule) (unchecked)
18-skills-survey-github.md	SciChart (vendor) — no public skill	dropped: a survey finding with no rule content; §0 relies on the installed typings (unchecked)
verify/15-gaps-round-2.verify.md	Cross-file conflicts / 2. `unload` "Done" versus "planned"	dropped: dated fact, no rule; support.md §C says the 100% step at Chrome 154 is planned and subject to change
verify/15-gaps-round-2.verify.md	Missing but important / 1. Playwright passes `--enable-unsafe-swiftshader` by default	dropped: tool fact, no rule; kept in support.md §C (Kit check, Headless GPU)
verify/15-gaps-round-2.verify.md	Missing but important / 2. One popover for a whole list through the implicit anchor	dropped: arrived after DOM-09 was written; the versions are kept in support.md row popover for a later DOM-09 update
verify/15-gaps-round-2.verify.md	Missing but important / 3. `anchor-scope` for repeated components that reuse one anchor name	dropped: arrived after DOM-09 was written; the version is kept in support.md row anchor-positioning
verify/15-gaps-round-2.verify.md	Missing but important / 4. `position-area` resolves auto margins and insets to 0	dropped: version ranges kept in support.md row anchor-positioning; the DOM-09 example keeps the reset because it uses anchor() insets
verify/15-gaps-round-2.verify.md	Missing but important / 7. Per-URL throttling through CDP	dropped: CDP only, no chrome-devtools-mcp tool; one line in support.md §C
verify/15-gaps-round-2.verify.md	Missing but important / 8. QUIC idle timeout for preconnect over HTTP/3	dropped: engine fact, no rule; kept in support.md §C (Loading)
verify/15-gaps-round-2.verify.md	In headless and CI browsers, check the WebGL renderer before every chart run, and set the software path on purpose (disputed)	dropped: the flag table is disputed; support.md §C records the dispute and the Playwright default; the advice itself stays in GPU-34 and measure.md
verify/15-gaps-round-2.verify.md	Place tooltips, context menus and ... popups with CSS anchor positioning, not with scroll and resize listeners (corrected) (heading shortened)	dropped: the corrected position-anchor and position-area facts are in support.md row anchor-positioning; DOM-09 already sets position-anchor explicitly
verify/15-gaps-round-2.verify.md	Reorder live lists with `moveBefore()` where supported, so rows keep their animations, focus and iframes (corrected)	dropped: the corrected engine status (Firefox 144, no Safari) is in support.md row move-before; DOM-10 names no WebKit date
verify/13-scichart.verify.md	Missing but important / 2 (the 128 kB wasm code-cache threshold)	dropped: conflicts with verify/07 and verify/09, which read V8 main; support.md §C marks the 128 kB rule obsolete
verify/07-js-web-apis.verify.md	Time your own key elements with Element Timing (Chromium) (corrected)	dropped: no rule; the corrected cross-origin renderTime fact is in support.md §B
verify/14-devtools-mcp-and-webmcp.verify.md	Header and Part 1 / 1. Version (1.10.1, not 1.9.0)	dropped: tool version, no rule; support.md §C records 1.10.1
verify/14-devtools-mcp-and-webmcp.verify.md	Status as of 2026-09-22 (corrected)	dropped: API status, no rule; support.md row webmcp and §C (WebMCP)
11-gpu-webgpu.md	L. Browser support snapshot (2026-09)	dropped: dated browser facts, no rule; support.md rows webgpu, webgpu-timestamp-query, webgpu-shader-f16, webgpu-subgroups, webgpu-immediates and §G
13-scichart.md	Doc-versus-source conflicts found (5.2.69) (version and conflict table)	dropped: library facts, no rule; support.md §D (the SC rules link to it)
16-explore-fast-batch-04.md	Measure Core Web Vitals in the field with the web-vitals library, not hand-rolled observers (Status: web-vitals version)	dropped: library version, no rule; support.md §D (web-vitals)
18-skills-survey-web.md	Stale marketplace entries: cursor.directory, wshobson/agents, aitmpl.com (davila7), sickn33 (FID and TTI)	dropped: survey finding; support.md §E lists FID and TTI
18-skills-survey-github.md	Rules to import / 13. Yield inside long tasks with scheduler.yield() (compat versions)	dropped: compat facts, no rule; support.md row scheduler-yield (TASK-03 holds the rule)
12-canvas2d-and-images.md	Do not depend on HTML-in-canvas yet; track it for accessible chart labels (status)	dropped: origin trial only; support.md §G with the verify/12 dates
04-html-and-http-loading-features.md	Stream slow page regions out of order with `<template for>` (progressive enhancement) (status)	dropped: experimental; support.md §G with the verify/04 status
kit-test/browser-check.md	Setup	dropped: environment record, no rule; support.md §C (Kit check)
kit-test/browser-check.md	What failed, and the changes / 7. perf-hooks.dev.ts: the message of an error thrown by execute was lost	dropped: tool fact, no rule; support.md §C (WebMCP) and row webmcp
09-v8-consolidated.md	Give all objects of one kind one creation path: same properties, same order, same site	V8-02
09-v8-consolidated.md	Declare every field at construction time; never add properties after hot code has used the shape	V8-02
09-v8-consolidated.md	Never use `delete` on objects that hot code reads; assign `undefined` or build a new object	V8-02
09-v8-consolidated.md	Use `Map`/`Set` for dynamic keys; keep plain objects for fixed-shape records	V8-02 (dynamic keys); V8-01 (lookups)
09-v8-consolidated.md	Attach side data to objects through a `Map`/`WeakMap` keyed by the object, never through expando ids or properties	V8-02 (no expando properties); WeakMap part -> js-lifecycle-and-memory.md (LIFE-05)
09-v8-consolidated.md	Never modify built-in prototypes at runtime, and never change an object's prototype after creation	V8-08 (built-in prototypes, setPrototypeOf)
09-v8-consolidated.md	Keep hot property-access sites monomorphic: one shape and one elements kind per site	V8-02 (one record type per hot function; the limits go to support.md §B, not the rule)
09-v8-consolidated.md	Copy plain objects with object spread, not an `Object.assign` helper; keep spread sources plain data objects	-> v8-hot-code.md §H (myths) (verify/09 disputed: Object.assign has a fast clone path; the "use spread, not assign" rule is dropped)
09-v8-consolidated.md	Keep `Proxy` objects out of hot data paths: unwrap before loops, never proxy large numeric data	V8-04 (unwrap proxies before hot loops; verify/09 corrected the numbers, none are used)
09-v8-consolidated.md	In Svelte 5, hold large or numeric datasets in `$state.raw`, typed arrays or class instances, not in deep `$state`	-> js-lifecycle-and-memory.md (LIFE-11; framework-specific)
09-v8-consolidated.md	Diagnose shapes, ICs and deopts with natives syntax, Indicium and V8 log flags	V8-14 (verify/09 corrected the IC legend: the legend is not used; the homomorphic state goes to support.md §B)
09-v8-consolidated.md	Keep each array in its most specific elements kind, and know which writes generalize it	V8-04 (verify/09 corrected the kind count: the rule names no count)
09-v8-consolidated.md	Build arrays without holes; pre-size with `new Array(n).fill(v)` or a typed array	V8-04
09-v8-consolidated.md	Never use arrays as sparse maps, and never give array indices non-default attributes	V8-04 (Map for sparse integer keys)
09-v8-consolidated.md	Never read past the end of an array: loop with `i < length`	V8-04 (i < a.length)
09-v8-consolidated.md	Use real arrays and rest parameters instead of `arguments` and array-likes	dropped: rest parameters and Array.from are already the default in modern code (no-op)
09-v8-consolidated.md	Store bulk numeric series in typed-array columns (struct of arrays), not arrays of objects	V8-04
09-v8-consolidated.md	Freeze constant lookup arrays freely, but never freeze numeric arrays	V8-04 (do not freeze numeric arrays)
09-v8-consolidated.md	Decode and encode mixed-type binary data with `DataView`, and always pass `littleEndian`	V8-05
09-v8-consolidated.md	In hot decode loops, check bounds yourself and call fixed DataView methods	V8-05
09-v8-consolidated.md	Grow CPU-side binary buffers with a resizable `ArrayBuffer`, and hand them over with a same-length `transfer()`	dropped: growable CPU stores are rare in the target apps; DATA-05 sizes rings from the contract, and gpu-webgl-webgpu.md covers resizable views at upload
09-v8-consolidated.md	Never pass views over resizable buffers to WebGL or WebGPU uploads; stage GPU data in fixed-length buffers	-> gpu-webgl-webgpu.md (GPU-08) (already in the GPU writeBuffer rule Avoid) (mapped at merge from the rule text)
09-v8-consolidated.md	Keep hot integers inside the 31-bit Smi range; store large values in typed arrays or as offsets	V8-03 (Avoid: the small-integer range); V8-04
09-v8-consolidated.md	Initialize numeric fields with a number of their final kind (`NaN` for doubles), never with `null` or `undefined`	V8-03
09-v8-consolidated.md	In TypeScript, never leave numeric class fields uninitialized when `useDefineForClassFields` is on	V8-03
09-v8-consolidated.md	Keep numeric variables type-stable: accumulators, top-level `let` bindings and return values	V8-03 (accumulators, NaN returns)
09-v8-consolidated.md	Keep integer state in signed Int32 with `| 0` and `Math.imul`; use `>>> 0` only on temporaries	dropped: low impact; hash and random-number code only
09-v8-consolidated.md	Use Number for prices, sizes and millisecond timestamps; use BigInt only for true 64-bit integers and convert at the boundary	V8-05
09-v8-consolidated.md	When BigInt is required in hot code, keep values in the 64-bit range with `BigInt64Array` and `BigInt.asIntN/asUintN(64, …)`	V8-05 (BigInt64Array for true 64-bit values)
09-v8-consolidated.md	Decode 64-bit wire fields that fit in 53 bits as two `getUint32` reads, not `getBigUint64` plus `Number()`	V8-05 (two getUint32 reads)
09-v8-consolidated.md	Create each `Intl` formatter once per (locale, options) and reuse it; never pass options to `toLocaleString` in hot code	V8-09 (verify/09 corrected the formatRange versions: not used)
09-v8-consolidated.md	Sort strings with option-free `localeCompare` or with one reused `Intl.Collator`	V8-09 (Intl.Collator; option-free localeCompare in Avoid)
09-v8-consolidated.md	Use built-in `Intl` APIs instead of shipping formatting libraries and locale data	V8-16
09-v8-consolidated.md	Keep machine-generated strings (keys, ids, protocol fields) ASCII or Latin-1	dropped: low impact; only machine-generated strings
09-v8-consolidated.md	Declare instance state as native class fields and compile TypeScript to ES2022 or later	V8-03 (TypeScript field emit); the ES2022 output target -> html-loading.md (verify/09 corrected the Baseline date: not used)
